AÑO,CÓDIGO_ETC,ETC,POBLACIÓN_5_16,TASA_MATRICULACIÓN_5_16,COBERTURA_NETA,COBERTURA_NETA_TRANSICIÓN,COBERTURA_NETA_PRIMARIA,COBERTURA_NETA_SECUNDARIA,COBERTURA_NETA_MEDIA,COBERTURA_BRUTA,COBERTURA_BRUTA_TRANSICIÓN,COBERTURA_BRUTA_PRIMARIA,COBERTURA_BRUTA_SECUNDARIA,COBERTURA_BRUTA_MEDIA,TAMAÑO_PROMEDIO_DE_GRUPO,SEDES_CONECTADAS_A_INTERNET,DESERCIÓN,DESERCIÓN_TRANSICIÓN,DESERCIÓN_PRIMARIA,DESERCIÓN_SECUNDARIA,DESERCIÓN_MEDIA,APROBACIÓN,APROBACIÓN_TRANSICIÓN,APROBACIÓN_PRIMARIA,APROBACIÓN_SECUNDARIA,APROBACIÓN_MEDIA,REPROBACIÓN,REPROBACIÓN_TRANSICIÓN,REPROBACIÓN_PRIMARIA,REPROBACIÓN_SECUNDARIA,REPROBACIÓN_MEDIA,REPITENCIA,REPITENCIA_TRANSICIÓN,REPITENCIA_PRIMARIA,REPITENCIA_SECUNDARIA,REPITENCIA_MEDIA
2017,3795,Ciénaga,25882,101.81,101.5,62.41,94.5,78.82,42.4,116.42,132.62,126.6,117.46,81.78,28.975,22.22,3.11,3.51,2.7,3.81,2.14,94.43,95.9,94.41,93.54,96.02,2.45,0.59,2.89,2.65,1.84,2.32,2.75,2.39,2.65,0.7
2014,3781,Córdoba (ETC),262087,90.66,90.63,52.6,88.82,70.53,32.38,106.89,103.65,118.25,108.11,76.23,22.23,46.77,1.44,1.38,1.12,1.79,2.03,98.54,98.62,98.88,98.21,97.78,0.02,0,0,0.01,0.18,1.88,1.38,1.99,2.09,1.11
2011,3781,Córdoba (ETC),258530,91.72,91.66,65.5,91.17,63.44,32.35,106.9,108.08,125.76,101.9,67.81,19.73,25.05,5.03,5.99,4.53,5.74,4.41,94.81,93.97,95.43,94.24,94.17,0.17,0.04,0.04,0.03,1.42,1.48,0.73,1.73,1.53,0.73
2012,3781,Córdoba (ETC),258809,910099726052803,90.93,62.08,89.86,66.31,32.42,106.11,62.08,89.86,66.31,32.42,21.79,27.98,2.71,2.58,2.33,3.3,2.93,97.23,97.42,97.61,96.67,96.88,0.05,0,0.06,0.03,0.19,1.45,0.72,1.57,1.67,0.86
2016,3781,Córdoba (ETC),265370,86.56,86.51,47.79,84.15,67.86,37.16,96.91,92.62,110.4,95.21,66.5,21.198,43.66,3.05,3.01,2.29,4.12,3.29,96.54,96.95,97.43,95.21,96.18,0.41,0.04,0.28,0.66,0.52,3.86,3.55,3.93,4.48,1.77
2017,3781,Córdoba (ETC),267545,84.51,84.46,49.95,79.77,68.24,37.48,95.15,95.01,104.51,95.76,68.68,21.23,45.25,3.1,2.93,2.11,4.33,3.9,95.39,96.95,96.71,93.32,94.51,1.51,0.12,1.18,2.35,1.6,2.84,1.91,2.98,3.27,1.63
2013,3781,Córdoba (ETC),260885,90.59,90.57,55.61,90.28,68.37,31.42,106.18,111.81,122.74,102.24,68.05,31.51,11.39,2.05,1.84,1.75,2.53,2.32,97.93,98.16,98.25,97.45,97.61,0.01,0,0,0.02,0.07,2.29,1.92,2.49,2.32,1.5
2015,3781,Córdoba (ETC),263571,85.13,85.11,49.79,84.24,66.55,33.6,97.7,93.29,110.71,96.21,68.53,20.1,36.9,2.03,1.98,1.68,2.59,2.02,97.68,98.01,98.02,97.14,97.37,0.29,0,0.3,0.27,0.61,3.59,3.84,3.7,3.82,2.08
2012,3802,Cúcuta,147363,931468550450249,93.04,78.14,96.56,76.22,43.36,100.99,78.14,96.56,76.22,43.36,27.5,19.58,4.65,4.94,3.69,5.91,4.35,94.47,94.55,95.83,92.7,94.5,0.88,0.5,0.48,1.39,1.15,2.16,0.71,1.75,3.32,1.3
2014,3802,Cúcuta,143932,92.78,92.7,65.71,93.73,77.51,44.42,102.95,106.9,112.35,102.34,81.26,28.61,62.84,3.27,4.64,3.03,3.46,2.66,96.52,95.35,96.83,96.32,96.69,0.21,0.01,0.13,0.22,0.65,2.88,1.7,2.44,4.13,1.69
2017,3802,Cúcuta,139789,94.7,94.59,67.33,95.42,80.07,46.04,111.18,98.55,113.86,117.58,98.63,31.87,87.56,3.65,5.47,2.84,4.56,3.02,92.39,92.34,94.31,89.32,93.84,3.96,2.19,2.85,6.11,3.14,2.11,1.09,2.31,2.54,0.72
2013,3802,Cúcuta,145329,92.64,92.54,65.8,93.2,76.45,46,104.04,109.32,114.57,102.9,80,44.67,32.57,4.26,4.9,3.32,5.56,3.6,95.08,95.08,96.25,93.36,95.57,0.67,0.02,0.43,1.08,0.83,2.51,1.3,2.05,3.61,1.88
2016,3802,Cúcuta,141117,93.25,93.15,62.35,96.06,77.99,44.96,105.75,97.78,114.35,107.95,85.82,27.098,84.55,5.24,7.52,4.12,6.78,3.73,91.57,92.21,93.5,88.27,93.09,3.19,0.26,2.38,4.95,3.18,2.85,1.89,2.57,3.91,1.43
2015,3802,Cúcuta,142523,93.97,93.88,64.58,95.5,78.83,43.9,109.01,102.24,118.66,111.39,85.86,28.05,62.44,3.9,4.63,2.94,5.09,3.73,95.26,95.24,96.4,93.78,95.16,0.83,0.14,0.66,1.13,1.11,2.78,1.34,2.43,4.07,1.26
2011,3802,Cúcuta,148185,95.96,95.84,73.55,97.17,78.63,48.12,103.34,95,114.05,102.94,82.86,22.62,10.42,7.91,5.77,6.7,9.66,8.4,91.22,94.14,92.74,89.22,89.89,0.87,0.09,0.55,1.12,1.71,2.07,0.75,1.97,2.83,0.95
2011,3785,Cundinamarca (ETC),320932,92.12,91.92,67.29,88.62,80.61,45.19,103.63,90.31,108.51,111.64,82.54,14.88,35.95,3.38,3.18,2.63,4.36,3.34,96.43,96.82,97.36,95.63,95.2,0.19,0,0.01,0.01,1.46,2.41,0.46,1.95,3.65,1.6
2014,3785,Cundinamarca (ETC),319066,89.24,89.03,59.06,84.37,79.94,46.11,100.28,91.71,101.77,109.33,82.89,16.73,16.99,2,2.06,1.45,2.64,2.02,97.88,97.94,98.55,97.3,97.14,0.12,0,0,0.06,0.84,2.38,0.38,1.91,3.71,1.5
2012,3785,Cundinamarca (ETC),320149,905172279157517,90.32,68.21,86.9,79.98,44.1,100.63,68.21,86.9,79.98,44.1,14.51,36.35,2.64,2.93,1.94,3.47,2.56,97.07,97.04,97.97,96.31,96.07,0.29,0.04,0.09,0.22,1.37,1.71,0.35,1.31,2.63,1.39
2013,3785,Cundinamarca (ETC),319071,89.99,89.77,63.43,85.26,80.54,45.4,100.74,90.92,103.06,110.06,81.54,19.98,28.49,2.42,2.86,2,2.89,2.28,97.34,97.11,97.87,96.79,97.16,0.24,0.03,0.13,0.31,0.56,2.21,0.3,1.68,3.47,1.63
2016,3785,Cundinamarca (ETC),319301,88.53,88.27,52.89,85.34,78.16,48.12,99.15,82.68,102.16,107.01,84.23,16.197,28.35,3,3.55,1.99,4.19,2.88,95.58,96.13,97.1,93.5,95.73,1.42,0.33,0.91,2.31,1.39,2.24,0.59,1.79,3.5,1.29
2017,3785,Cundinamarca (ETC),319503,87.83,87.59,52.02,84.98,78.18,48.73,98.16,80.77,100.34,106.5,84.86,15.82,27.47,2.61,3.23,1.78,3.55,2.53,95.74,96.38,97.22,93.87,95.43,1.65,0.39,1.01,2.57,2.04,2.36,0.65,1.93,3.56,1.48
2015,3785,Cundinamarca (ETC),319458,88.97,88.72,54.49,84.66,78.7,47.73,99.72,84.82,102.09,108.08,84.57,16.67,26.31,2.93,3.17,1.92,4.2,2.75,94.76,96.52,96.82,91.82,94.75,2.31,0.31,1.26,3.98,2.5,2.54,0.71,1.95,3.95,1.76
2015,3807,Dosquebradas,37855,84.43,84.36,56.24,85.43,74.49,38.46,92.8,81,101.2,99.7,65.62,27.84,98.63,3.36,3.59,2.38,4.86,2.4,89.27,95.71,93.37,82.06,91.56,7.38,0.7,4.26,13.08,6.04,1.46,0.45,0.84,2.41,1.61
2016,3807,Dosquebradas,37661,83.64,83.56,56.27,84.61,74.81,40.54,93.36,77.45,102.66,98.86,68.43,27.839,90.28,3.69,4.03,2.53,5.36,2.92,87.88,94.99,92.71,80.07,89.02,8.43,0.98,4.75,14.57,8.07,0.71,0.16,0.48,1.24,0.28
2013,3807,Dosquebradas,38409,85.34,85.28,61.17,86.46,72.77,39.14,96.26,93.79,108.73,97.83,66.58,37.23,19.18,4.77,4.05,3.86,6.59,3.4,89.78,94.99,92.83,84.39,90.14,5.46,0.96,3.31,9.03,6.45,0.78,0.17,0.32,1.44,1.06
2012,3807,Dosquebradas,38565,867366783352781,86.64,71.28,89.08,70.97,38.67,96.43,71.28,89.08,70.97,38.67,24.93,14.86,5.94,4.4,4.18,8.29,7.12,89.44,95.4,92.71,84.02,88.29,4.62,0.2,3.11,7.69,4.59,0.55,0.21,0.26,1.02,0.53
2014,3807,Dosquebradas,38104,83.6,83.52,53.5,85.68,74.12,37.77,92.55,80.87,102.43,97.34,66.34,28.58,90.54,3.01,2.82,2.9,3.39,2.35,93.13,96.43,94.74,90.51,92.54,3.86,0.75,2.36,6.1,5.11,1.44,0.59,0.73,2.73,0.78
2017,3807,Dosquebradas,37541,82.05,81.96,55.15,82.09,73.38,42.55,90.14,76.52,94.49,97.65,71.71,31.34,93.15,3.58,4.95,2.64,4.87,2.48,89.5,94.18,93.14,83.09,92.59,6.92,0.88,4.22,12.05,4.93,0.89,0.05,0.58,1.51,0.65
2011,3807,Dosquebradas,39019,86.73,86.58,68.23,89.59,71.93,38.82,95.17,88.66,105.75,98.51,68.35,22.67,83.78,4.54,3.77,3.69,5.61,5.15,90.99,95.75,93.1,87.75,89.69,4.47,0.48,3.21,6.64,5.15,0.79,0.21,0.63,1.14,0.67
2012,3771,Duitama,25636,953931970666251,95.2,73.29,90.89,86.07,64.05,106.05,73.29,90.89,86.07,64.05,24.45,12.5,1.96,3.86,1.52,2.31,1.5,93.6,95.66,94.83,91.92,93.68,4.44,0.48,3.65,5.77,4.82,2.58,0.34,2.01,3.8,2.06
2011,3771,Duitama,25815,95.38,95.28,73.63,90.69,84.95,64.17,106.62,97.18,104.24,112.01,105.7,21.75,52.5,2.3,2.35,1.85,2.53,2.96,96.6,97.65,97.38,96.28,94.83,1.1,0,0.78,1.18,2.21,4.42,0.56,2.07,7.3,5.31
2013,3771,Duitama,25234,95.34,95.29,75,91.23,85.42,63.86,105.83,93.99,102.91,110.34,108.85,42.34,35.29,1.35,1.59,1.01,1.55,1.63,97.38,97.8,98.02,96.74,97.12,1.28,0.62,0.97,1.71,1.25,1.71,0.28,1.36,2.25,1.84
2015,3771,Duitama,24604,96.18,96.1,74.93,94.4,86.62,59.39,106.94,91.84,104.56,114.98,103.03,25.01,100,2.33,1.81,1.81,2.93,2.3,88.95,98.09,92.61,83.54,90.41,8.72,0.1,5.59,13.53,7.29,7.48,3.02,5.85,10.19,6.22
2014,3771,Duitama,24915,95.33,95.28,75.6,92.31,86.04,61.21,106.14,95.49,103.38,113.31,102.82,24.78,100,1.15,1.36,0.71,1.48,1.36,94.08,98.64,97.69,90.98,91.2,4.77,0,1.6,7.55,7.45,4.48,0.68,3.05,7.02,3.35
2016,3771,Duitama,24165,97.29,97.19,76.97,96.26,87.28,61.34,108.86,95.43,107.89,114.95,104.95,26.912,93.55,1.88,1.99,1.21,2.52,1.88,92.2,97.9,93.54,89.31,94.19,5.92,0.1,5.24,8.17,3.93,5.43,1.05,4.5,7.88,3.1
2017,3771,Duitama,23742,97.88,97.7,71.85,97.29,89.23,59.6,109.77,89.5,108.63,118.97,103.28,30.921,100,1.36,1.38,1.13,1.65,1.19,91.55,98.19,94.19,87.74,92.22,7.1,0.43,4.68,10.62,6.59,6.62,2.23,5.92,8.68,4.78
2011,3761,Envigado,38999,76.54,75.22,46.57,66.31,70.67,54.35,86.92,69.37,75.2,97.58,99.39,25.7,92.86,3.82,3.86,2.65,4.38,5.35,96.14,96.14,97.34,95.6,94.51,0.03,0,0.01,0.01,0.14,1.43,0,0.43,2.6,1.56
2017,3761,Envigado,41605,65.45,64.24,41.1,58.72,59.4,46.12,70.69,59.53,65.91,76.41,75.97,33.477,100,2.07,2.13,1.09,3.34,1.48,97.76,97.87,98.79,96.59,97.93,0.17,,0.12,0.07,0.59,3.47,0.13,2.8,5.25,2.07
2014,3761,Envigado,39966,71.27,70.34,46.1,63.02,66.67,50.93,78.9,62.57,70.95,88.48,85.7,29.93,95.83,1.28,1.38,0.83,1.59,1.6,98.71,98.62,99.17,98.41,98.33,0.01,0,0,0,0.07,4.46,0.32,2.22,7.56,4.12
2016,3761,Envigado,40911,67.83,66.53,40.38,60.88,61.2,47.68,73.62,57.55,68.96,79.38,80.69,29.301,100,1.82,1.73,1.01,3.01,1.15,98.14,98.27,98.97,96.99,98.65,0.04,,0.02,,0.19,4.24,0.12,2.49,7.71,1.88
2012,3761,Envigado,39291,744852510753099,73.57,43.85,66.84,69.51,52.92,84.39,43.85,66.84,69.51,52.92,28.96,96.43,2.7,3.15,1.76,3.62,2.63,97.28,96.85,98.24,96.35,97.34,0.02,0,0,0.03,0.04,2.56,0.18,0.68,4.71,2.89
2013,3761,Envigado,39608,72.81,71.88,46.9,63.27,68.94,51.12,80.63,64.92,71.03,91.79,87.35,41.28,100,1.51,1.31,0.81,2.08,1.91,98.48,98.69,99.19,97.92,98.05,0.01,0,0,0,0.04,0.9,0,0.7,1.26,0.81
2015,3761,Envigado,40376,68.83,68,40.48,62.81,64.01,49.62,76.08,55.29,70.35,83.47,84.47,30.64,91.67,1.72,1.33,0.95,2.87,1.15,98.14,98.67,99.03,97.02,98.32,0.14,0,0.02,0.11,0.54,3.85,0.6,2.37,6.39,2.72
2015,10850,Facatativá,29220,85,84.83,63.31,83.79,75.65,44.87,91.03,83.69,96.69,95.03,71.85,24.31,92.86,4.82,4.35,3.5,6.92,3.48,85.41,93.83,89.32,77.97,89.04,9.77,1.82,7.17,15.11,7.48,3.53,1.58,3.8,3.86,2.61
2012,10850,Facatativá,28160,921590909090909,91.95,73.83,86.96,82.14,51.75,101.83,73.83,86.96,82.14,51.75,21.78,71.88,5.18,3.53,3.51,7.01,6.33,91.43,96.14,94.61,87.69,89.19,3.38,0.33,1.89,5.3,4.48,0.75,0,0.58,1.19,0.48
2011,10850,Facatativá,27872,93.09,92.84,68.1,88.2,85.49,50.65,103.09,85.54,101.99,116.41,88.53,23.84,65.63,2.12,1.96,1.94,2.57,1.43,97.54,98.04,98.03,97.39,96.17,0.34,0,0.04,0.04,2.4,1.16,0,0.83,1.6,1.54
2016,10850,Facatativá,29446,85.9,85.66,63.55,84.83,75.09,47.3,93.09,81.9,96.65,96.42,82.71,23.441,100,3.53,2.58,3.09,4.27,3.4,88.02,96.57,90.9,83.01,88.24,8.45,0.86,6.01,12.71,8.36,0.72,0.34,0.7,0.98,0.18
2017,10850,Facatativá,29636,84.6,84.47,60.59,84,72.59,49.25,93.98,80.44,96.13,95.41,92.33,30.3,32.14,2.68,2.86,1.79,3.86,2.24,90.23,95.7,92.81,84.77,94.22,7.1,1.43,5.4,11.37,3.54,0.32,0.25,0.42,0.31,0.04
2014,10850,Facatativá,28867,86.97,86.78,62.23,83.54,78.36,45.56,94.51,81.9,98.22,102.3,75.39,23.25,7.14,2.84,0.74,1.68,4.46,3.26,97.16,99.26,98.32,95.54,96.7,0.01,0,0,0,0.04,1.35,0.59,1.01,2.04,0.89
2013,10850,Facatativá,28503,89.5,89.38,70.81,83.32,81.39,49.67,98.09,90.24,97.86,106.8,85.13,40.33,100,4.08,3.36,3.34,5,4.3,93.96,96.64,95.85,92.27,90.97,1.96,0,0.81,2.73,4.73,0.9,0.13,0.74,1.38,0.47
2015,3776,Florencia,40544,93.51,93.46,61.69,90.9,74.22,34.52,110.89,99.58,116.48,112.14,100.23,28.25,35.9,6.23,5.96,5.06,8.16,5.3,92.92,94.04,94.32,90.74,92.89,0.85,0,0.63,1.1,1.81,7.3,3.19,6.21,10.5,4.46
2012,3776,Florencia,40249,92484285323859,92.43,59.47,91.31,70.98,35.03,110.06,59.47,91.31,70.98,35.03,28.09,25.27,6.1,7.15,5.66,7.07,4.09,93.75,92.85,94.31,92.65,95.42,0.15,0,0.02,0.29,0.49,1.93,0.25,1.31,3.4,1.49
2011,3776,Florencia,39966,94.44,94.4,58.33,91.92,71.47,37.47,112.17,89.84,123.18,116.42,87.01,23.23,2.69,4.37,4.61,4.38,4.54,3.53,95.22,95.39,95.62,95.43,92.14,0.41,0,0,0.03,4.33,1.51,0.41,0.71,2.94,1.49
2014,3776,Florencia,40454,93.59,93.56,59.19,90.99,74.88,33.77,107.7,94.55,117,110.29,85.95,29.28,21.25,3.7,3.39,3.08,4.46,4.47,96.14,96.61,96.92,95.44,94.25,0.16,0,0.01,0.1,1.28,1.64,0.6,1.25,2.63,0.84
2016,3776,Florencia,40617,91.51,91.41,63.47,90.06,71.5,35.03,108.91,99.21,113.27,107.21,106.33,27.311,37.34,6.54,7.42,5.47,8.38,4.52,93.16,92.58,94.3,91.43,94.21,0.3,,0.23,0.19,1.27,2.71,0.5,2.06,4.45,1.49
2017,3776,Florencia,40690,90.64,90.54,62,89.7,71.72,34.96,111.23,94.29,111.4,108.24,124.88,30.751,5.84,6.75,7.79,5.87,8.12,5.35,92.46,92.21,93.22,91.04,94.02,0.78,,0.91,0.84,0.62,2.59,0.27,2.29,3.85,1.4
2013,3776,Florencia,40331,92.7,92.68,60.68,90.27,72.84,34.36,110.27,101.09,119.07,114.58,84.17,48.89,16.46,4.64,5.71,4.25,5.2,3.64,95.3,94.29,95.71,94.73,96.12,0.06,0,0.03,0.07,0.24,1.93,0.38,1.38,3.28,1.19
2013,3811,Floridablanca,49641,86.82,86.57,66.56,89.05,75.04,48.04,94.81,96.09,102.71,94.98,76.68,34.18,100,3.16,3.66,2.16,4.36,2.81,87.81,95.7,92.36,81.29,87.34,9.02,0.64,5.49,14.35,9.85,1.49,0.39,0.98,2.37,1.22
2016,3811,Floridablanca,46718,93.37,92.91,66.42,94.03,83.04,49.29,100.32,95.28,105.42,106.12,80.16,24.249,100,2.81,4.33,2,3.61,2.37,90.08,95.62,93.83,84.77,90.59,7.11,0.05,4.18,11.62,7.04,1.18,0.32,1.08,1.76,0.22
2012,3811,Floridablanca,50682,848466911329466,84.68,60.88,88.63,72.97,45.29,93.54,60.88,88.63,72.97,45.29,22.97,100,5.47,3.68,4.76,6.73,5.16,88.37,96.28,91.56,83.26,88.25,6.16,0.05,3.68,10.01,6.59,1.47,0.27,0.97,2.22,1.59
2015,3811,Floridablanca,47654,90.2,89.89,66.11,91.08,80.1,46.22,97.02,91.78,102.84,102.16,76.7,26.05,91.8,2.72,2.64,2.27,3.42,2.18,89.29,96.89,93.21,83.18,90.16,8,0.47,4.52,13.4,7.66,1.27,0.42,1.06,1.93,0.47
2017,3811,Floridablanca,45855,95.11,94.6,69.75,95.21,85.58,51.1,102.79,98.03,106.6,108.06,86.23,32.237,98.36,2.6,3.5,1.85,3.28,2.66,89.07,96.5,93.92,82.08,89.78,8.32,,4.22,14.63,7.55,0.95,0.11,0.84,1.42,0.35
2014,3811,Floridablanca,48624,86.76,86.47,58.46,88.17,77.43,44.64,94.99,85.08,102.55,98.4,76.14,24.68,6.56,1.88,2.69,1.47,2.26,1.78,91.96,96.94,94.45,87.63,93.48,6.15,0.37,4.08,10.1,4.74,2.06,0.37,1.07,3.59,1.83
2011,3811,Floridablanca,51734,84.46,84.28,59.16,86.7,73.73,48.3,93.77,79.31,99.89,97.09,80.06,22.52,95.16,2.22,2.53,1.81,2.39,2.91,96.65,97.41,97.51,96.15,95.05,1.13,0.06,0.68,1.46,2.04,2,0.39,0.87,3.61,1.8
2017,3786,Fusagasugá,25423,93.33,93.2,59.07,84.79,83.38,59.11,105.44,84.44,100.8,116.64,105.12,28.203,10.17,4.95,6.43,3.78,6.47,3.6,90.94,93.57,93.1,87.07,93.6,4.11,,3.12,6.46,2.81,1.28,0.25,0.42,2.34,1.58
2012,3786,Fusagasugá,24659,969909566486881,96.92,61.92,89.96,86.7,57.49,106.53,61.92,89.96,86.7,57.49,20.13,88.71,4.15,5.43,3.02,5.21,4.11,92.16,94.49,95.33,87.86,92.89,3.69,0.08,1.65,6.93,3,1.21,0.45,1,1.69,0.94
2016,3786,Fusagasugá,25282,92.95,92.85,51.09,85.12,83.01,59.96,106.28,89.59,101.64,115.67,107.32,24.022,100,4.67,7.93,3.69,5.79,2.79,87.45,91.85,90.65,80.88,92.98,7.88,0.22,5.66,13.33,4.23,0.57,0.22,0.56,0.84,0.04
2011,3786,Fusagasugá,24661,97.84,97.75,65.75,89.96,86.63,61.64,110.38,90.54,106.71,116.01,118,22.31,12.9,2.6,2.6,2.14,3.11,2.64,87.98,97.01,91.6,81.59,89.72,9.43,0.38,6.26,15.3,7.64,2.19,0.23,1.16,4.05,1.24
2015,3786,Fusagasugá,25161,93.76,93.72,53.59,85.43,83.95,61.61,106.08,94.27,102.01,114.84,104.06,24.14,100,4.89,7.16,3.66,6.4,3.15,86.44,92.34,90.16,79.82,89.96,8.67,0.5,6.18,13.77,6.9,5.61,4.8,3.5,9.09,2.93
2013,3786,Fusagasugá,24805,97.41,97.32,66.62,88.12,87.74,56.78,108.87,99.31,107.32,117.89,97.9,36.26,22.03,3.63,5.09,3.18,4.14,2.58,92.36,94.91,94.13,89.08,94.8,4.01,0,2.69,6.78,2.62,1.04,0.28,1.41,0.99,0.36
2014,3786,Fusagasugá,24972,96.1,96.04,51.42,88,87.26,58.79,108.06,92.28,105.69,118.55,99.45,24.4,86.44,2.83,3.42,2.12,3.48,2.94,97.12,96.58,97.85,96.52,96.79,0.05,0,0.04,0,0.27,0.74,0.14,0.5,1.3,0.22
2013,3787,Girardot,19507,93.59,93.5,52.72,83.87,86.01,53.66,105.1,93.54,103.17,114.69,96.5,31.44,100,5.8,5.67,4.8,7.86,3.03,86.2,94.33,92.83,76.56,88.18,8,0,2.37,15.59,8.79,1.47,1.27,0.88,2.35,0.88
2015,3787,Girardot,19197,89.26,89.2,46.62,83.38,78.87,55.06,97.81,80.78,98.35,102.01,96.33,23.28,100,5.09,4.42,4.36,6.38,4.21,85.08,93.49,88.58,78.82,86.79,9.83,2.09,7.06,14.81,8.99,2.88,0.37,1.76,5.36,0.94
2017,3787,Girardot,18916,91.86,91.66,52.58,88.22,79.31,52.13,102.09,89.02,104.01,106.69,94.44,28.179,0,3.91,4.46,3.76,4.64,2.07,88.61,95.54,89.73,84.53,92.42,7.48,,6.51,10.83,5.51,1.39,2.65,1.46,1.47,0.21
2012,3787,Girardot,19664,954739625711961,95.29,54.25,88.09,86.31,52.4,110.92,54.25,88.09,86.31,52.4,22.74,85.71,5.69,4.87,3.29,8.41,5.93,84.94,94.84,91.92,75.64,83.73,9.38,0.3,4.79,15.96,10.34,1.91,0.2,1.15,3.47,0.79
2016,3787,Girardot,19042,88.9,88.8,49.49,84.44,76.6,52.01,97.61,84.62,98.72,102.8,90.75,22.81,100,6.31,6.33,5.28,8.36,3.9,83.55,92.41,87.73,75.29,87.96,10.14,1.27,6.99,16.35,8.13,1.69,1.5,1.33,2.29,1.26
2014,3787,Girardot,19330,88.41,88.34,43.76,80.77,81.84,51.09,97.95,81.32,95.51,107.81,92.42,24.6,2.94,7.47,2.52,6,9.72,8.26,90.87,97.48,93.84,86.84,89.54,1.66,0,0.16,3.44,2.19,1.26,0.72,1.49,1.35,0.52
2011,3787,Girardot,19973,95.76,95.56,54.53,87.88,84.94,52.52,110.24,87.33,107.93,120.05,106.8,24.3,11.43,6.18,8.19,5.18,7.7,3.84,87.84,91.44,93.79,81.33,85.9,5.98,0.37,1.03,10.97,10.26,1.01,1.36,0.46,1.75,0.38
2016,3812,Girón,36747,73.64,73.6,50.15,75.71,62.25,36.79,82.84,81.51,89.34,85.29,63.51,24.309,54.1,5.75,7.64,5.35,6.57,3.66,87.3,91.33,89.33,82.69,90.53,6.95,1.03,5.31,10.74,5.82,7.81,3.54,6.49,12.2,2.63
2017,3812,Girón,37126,74.23,74.08,54.3,75.85,62.23,33.1,82.78,85.28,90.44,85.64,57.84,27.02,54.84,2.9,3.56,2.02,3.93,2.72,88.82,96.44,93.18,81.33,89.54,8.28,,4.8,14.74,7.74,8.22,3.39,6.95,11.95,4.94
2015,3812,Girón,36420,73.03,72.95,53.15,75.76,60.41,33.53,82.85,82.95,90.91,85.77,58.5,24.47,91.8,2.91,4.48,1.89,4.06,2.41,92.79,95.39,95.82,87.96,93.84,4.3,0.12,2.29,7.98,3.75,7.47,4.67,5.48,11.94,3.43
2013,3812,Girón,35874,75.49,75.39,55.46,76.63,64.71,33.34,86.61,91.52,96.21,89.52,56.99,32.4,1.61,3.87,5.77,2.77,4.95,3.64,94.11,94.23,96.91,90.9,92.68,2.01,0,0.33,4.15,3.68,2.54,0.23,1.42,4.51,2.48
2012,3812,Girón,35564,751715217635812,75.13,58.55,76.91,63.79,34.26,82.54,58.55,76.91,63.79,34.26,23.43,0,4.28,4.9,4.16,4.65,3.12,95.55,95.1,95.58,95.3,96.59,0.17,0,0.26,0.05,0.28,1.66,0.22,1.15,2.67,1.59
2011,3812,Girón,35407,75.6,75.49,56.74,78.18,62.93,36.18,83.49,80.98,92.57,82.04,66.69,18.96,58.82,2.61,3.69,2.36,2.92,2.11,97.2,96.31,97.64,96.97,96.65,0.18,0,0.01,0.11,1.24,1.34,0,0.99,2.22,0.89
2014,3812,Girón,36123,73.56,73.46,52.75,75.44,62.83,32.02,84.18,88.5,93.9,86.77,54.94,23.23,90.32,2.24,3.37,1.82,2.56,2.22,97.72,96.63,98.18,97.44,97.41,0.04,0,0,0,0.37,2.95,0.36,2.67,4.29,1.67
2012,3820,Guadalajara de Buga,20695,107499395989369,107.21,37.42,102.52,89.19,55.56,126.29,37.42,102.52,89.19,55.56,21.5,26.03,4.25,5.75,3.57,5.17,3.24,91.72,94.25,93.72,87.63,94.75,4.02,0,2.71,7.2,2.01,0.49,0,0.17,1.04,0.32
2017,3820,Guadalajara de Buga,18911,106.73,106.64,65.1,97.1,98.05,59.31,125.96,105.98,124.69,138.72,113.73,29.634,43.55,4.99,6.42,3.7,6.36,4.3,86.05,91.03,90.27,79.25,89.68,8.96,2.55,6.03,14.39,6.02,4.3,2.73,4,5.61,2.23
2015,3820,Guadalajara de Buga,19431,109.43,109.36,67.59,103.79,95.68,53.55,126.97,104.96,126.81,142.03,109.09,24.29,60.32,5.36,4.77,4.26,7.37,3.69,85.48,94.96,89.47,77.97,88.05,9.16,0.27,6.28,14.66,8.26,4.86,3.45,4.16,6.64,2.75
2014,3820,Guadalajara de Buga,19809,107.61,107.59,54.98,100.5,91.59,55.7,125.79,102.18,127.11,138.42,109.9,24.42,7.58,1.99,1.82,1.59,2.69,1.51,90.3,97.49,92.9,85.43,91.31,7.71,0.69,5.52,11.88,7.19,1.36,0.43,0.9,2.26,0.87
2011,3820,Guadalajara de Buga,21320,104.25,103.99,56.68,102.88,89.72,53.74,119.55,114.56,125.61,125.96,96.72,22.24,39.73,2.04,2.54,2.13,1.92,1.76,92.56,97.46,94.75,88.31,93.83,5.4,0,3.11,9.78,4.41,0.88,0.07,0.99,1.1,0.35
2016,3820,Guadalajara de Buga,19144,109.02,108.87,63.32,101.35,97.85,61.33,126.45,100.25,125.19,138.98,117.77,23.761,66.13,6.02,5.93,5.05,8.02,3.49,85.29,92.92,88.24,79.27,88.93,8.68,1.15,6.7,12.72,7.59,1.4,0.96,1.16,1.88,1.03
